"","﻿Tunning","Sample size","hyperparm","algorithm+score","Cases","","algoname","indtest","score","alpha","penalty","prior","config id","precision","recall","BSF","f1","shd","tp","fp","fn","tn","nEdgesGtPag","a","i","nEdgesPag","tp_undirect","tp_bidirect","tp_o_direct","f1_bde","f1_bic","f1_ll","f1_aic","shd_ll","kl_f1","kl_shd","mi_f1","mi2_f1","Dynamic tuning_F1","Dynamic tuning_SHD","BDeu tuning_F1","BDeu tuning_SHD","BIC tuning_F1","BIC tuning_SHD","Dynamic BDeu/AIC tuning_F1","Dynamic BDeu/AIC tuning_SHD","AIC tuning_F1","AIC tuning_SHD","MI tuning_F1","MI tuning_SHD","Best_config_F1","Best_config_SHD","Best_config_F1","Best_config_SHD"
"5725","STAR",10000,NA,NA,"ALARM",NA,"hc","none","bic","none","14","none",34,"0.424635325",0.465217391,0.444249649,"0.443874144",37.6,21.4,13,24.6,607,46,46,620,50.5,0,0,0,"NA",-10986.35976,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5726","STAR",10000,NA,NA,"ALARM",NA,"hc","none","bic","none","15","none",35,"0.422916767",0.458695652,0.438050491,"0.439902444",37.7,21.1,12.8,24.9,607.2,46,46,620,50,0,0,0,"NA",-10998.38222,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5727","STAR",10000,NA,NA,"ALARM",NA,"hc","none","bic","none","16","none",36,"0.427363381",0.458695652,0.438695652,"0.442312858",37.3,21.1,12.4,24.9,607.6,46,46,620,49.5,0,0,0,"NA",-11006.24498,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5728","STAR",10000,NA,NA,"ALARM",NA,"hc","none","bic","none","17","none",37,"0.426579847",0.454347826,0.434670407,"0.439885353",37.3,20.9,12.2,25.1,607.8,46,46,620,49.1,0,0,0,"NA",-11012.95991,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5729","STAR",10000,NA,NA,"ALARM",NA,"hc","none","bic","none","18","none",38,"0.42641375",0.452173913,0.432335203,"0.438754875",37.5,20.8,12.3,25.2,607.7,46,46,620,48.9,0,0,0,"NA",-11015.72332,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5730","STAR",10000,NA,NA,"ALARM",NA,"hc","none","bic","none","19","none",39,"0.424078931",0.443478261,0.424284712,"0.433453079",37.5,20.4,11.9,25.6,608.1,46,46,620,48.2,0,0,0,"NA",-11028.13924,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5731","STAR",10000,NA,NA,"ALARM",NA,"hc","none","bic","none","20","none",40,"0.42777791",0.445652174,0.427103787,"0.436431803",37,20.5,11.5,25.5,608.5,46,46,620,48,0,0,0,"NA",-11031.85665,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5732","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","1",41,"0.885581252",0.886956522,0.883569425,"0.886176257",7.3,40.8,2.1,5.2,617.9,46,46,620,46.1,0,0,0,"NA",-10683.18587,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"5733","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","2",42,"0.880570039",0.873913043,0.871171108,"0.877123883",7.5,40.2,1.7,5.8,618.3,46,46,620,45.7,0,0,0,"NA",-10683.25987,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5734","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","3",43,"0.87590269",0.867391304,0.864810659,"0.871538205",7.7,39.9,1.6,6.1,618.4,46,46,620,45.6,0,0,0,"NA",-10683.01759,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5735","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","4",44,"0.903078612",0.886956522,0.885021038,"0.894883474",6.4,40.8,1.2,5.2,618.8,46,46,620,45.2,0,0,0,"NA",-10682.77289,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5736","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","5",45,"0.881079715",0.865217391,0.863281907,"0.873021096",7.4,39.8,1.2,6.2,618.8,46,46,620,45.2,0,0,0,"NA",-10683.0048,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5737","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","6",46,"0.900623628",0.884782609,0.882847125,"0.89259277",6.5,40.7,1.2,5.3,618.8,46,46,620,45.2,0,0,0,"NA",-10682.8861,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5738","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","7",47,"0.891721563",0.876086957,0.874151473,"0.883773956",6.9,40.3,1.2,5.7,618.8,46,46,620,45.2,0,0,0,"NA",-10682.82745,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5739","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","8",48,"0.88749138",0.869565217,0.867791024,"0.878344096",7.1,40,1.1,6,618.9,46,46,620,45.1,0,0,0,"NA",-10682.70075,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5740","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","9",49,"0.896145311",0.876086957,0.874474053,"0.885918551",6.7,40.3,1,5.7,619,46,46,620,45,0,0,0,"NA",-10682.65009,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5741","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","10",50,"0.889764388",0.869565217,0.867952314,"0.879467452",7,40,1,6,619,46,46,620,45,0,0,0,"NA",-10682.65009,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5742","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","11",51,"0.885170624",0.865217391,0.863604488,"0.874999118",7.2,39.8,1,6.2,619,46,46,620,45,0,0,0,"NA",-10682.65009,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5743","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","12",52,"0.894160523",0.873913043,0.87230014,"0.883839167",6.8,40.2,1,5.8,619,46,46,620,45,0,0,0,"NA",-10682.65009,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5744","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","13",53,"0.891991002",0.873913043,0.87213885,"0.882789637",6.9,40.2,1.1,5.8,618.9,46,46,620,45.1,0,0,0,"NA",-10682.89165,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5745","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","14",54,"0.889060167",0.867391304,0.865939691,"0.878038966",7,39.9,0.9,6.1,619.1,46,46,620,44.9,0,0,0,"NA",-10682.76107,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5746","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","15",55,"0.882922705",0.860869565,0.859417952,"0.871683389",7.3,39.6,0.9,6.4,619.1,46,46,620,44.9,0,0,0,"NA",-10682.78596,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5747","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","16",56,"0.891229688",0.867391304,0.866100982,"0.879088496",6.9,39.9,0.8,6.1,619.2,46,46,620,44.8,0,0,0,"NA",-10682.70999,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5748","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","17",57,"0.878179622",0.856521739,0.855070126,"0.867142326",7.5,39.4,0.9,6.6,619.1,46,46,620,44.9,0,0,0,"NA",-10682.78596,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5749","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","18",58,"0.895430391",0.869565217,0.868436185,"0.882265223",6.7,40,0.7,6,619.3,46,46,620,44.7,0,0,0,"NA",-10682.64624,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5750","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","19",59,"0.903838384",0.876086957,0.875119215,"0.88971917",6.3,40.3,0.6,5.7,619.4,46,46,620,44.6,0,0,0,"NA",-10682.37979,"NA","NA","NA","NA","NA","NA","NA","0.003997977","0.136986301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5751","STAR",10000,NA,NA,"ALARM",NA,"mcmc","none","bdeu","none","none","20",60,"0.909016249",0.882608696,0.881479663,"0.895574136",6.1,40.6,0.7,5.4,619.3,46,46,620,44.7,0,0,0,"NA",-10682.64624,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5752","STAR",10000,NA,NA,"ALARM",NA,"pc","x2","none","0.05","none","none",61,"0.766590316",0.664251208,0.660487767,"0.711527854",14.94444444,30.55555556,2.333333333,15.44444444,617.6666667,46,46,620,39.88888889,2.833333333,0,0,"NA",-11317.6928,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5753","STAR",10000,NA,NA,"ALARM",NA,"pc","x2","none","0.01","none","none",62,"0.775248789",0.647342995,0.645192458,"0.705310991",14.44444444,29.77777778,1.333333333,16.22222222,618.6666667,46,46,620,38.44444444,3.111111111,0,0,"NA",-11307.10548,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5754","STAR",10000,NA,NA,"ALARM",NA,"pc","x2","none","0.1","none","none",63,"0.776302402",0.672554348,0.669126928,"0.720479566",14.34375,30.9375,2.125,15.0625,617.875,46,46,620,39.875,2.84375,0,0,"NA",-11251.86374,"NA","NA","NA","NA","NA","NA","NA","0.012580972","0.040195167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0125809719882027,0.0401951670008015
"5755","STAR",10000,NA,NA,"ALARM",NA,"pc","mi","none","0.05","none","none",64,"0.779247901",0.601449275,0.599298738,"0.678555103",17.33333333,27.66666667,1.333333333,18.33333333,618.6666667,46,46,620,35.5,2.333333333,0,0,"NA",-12182.13217,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5756","STAR",10000,NA,NA,"ALARM",NA,"pc","mi","none","0.01","none","none",65,"0.803330097",0.603864734,0.602431043,"0.689081476",17.27777778,27.77777778,0.888888889,18.22222222,619.1111111,46,46,620,34.55555556,1.833333333,0,0,"NA",-12391.12734,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5757","STAR",10000,NA,NA,"ALARM",NA,"pc","mi","none","0.1","none","none",66,"0.799928662",0.625603865,0.623274116,"0.701816064",16.94444444,28.77777778,1.444444444,17.22222222,618.5555556,46,46,620,36,1.722222222,0,0,"NA",-12169.55787,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5758","STAR",10000,NA,NA,"ALARM",NA,"pc","mi-sh","none","0.05","none","none",67,"0.787651262",0.610507246,0.608356709,"0.687557161",17.20833333,28.08333333,1.333333333,17.91666667,618.6666667,46,46,620,35.66666667,2.041666667,0,0,"NA",-12136.75402,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5759","STAR",10000,NA,NA,"ALARM",NA,"pc","mi-sh","none","0.01","none","none",68,"0.80580442",0.603864734,0.602610254,"0.689990255",17.16666667,27.77777778,0.777777778,18.22222222,619.2222222,46,46,620,34.44444444,1.833333333,0,0,"NA",-12389.25181,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5760","STAR",10000,NA,NA,"ALARM",NA,"pc","mi-sh","none","0.1","none","none",69,"0.80028857",0.625776398,0.623241835,"0.702055344",16.89285714,28.78571429,1.571428571,17.21428571,618.4285714,46,46,620,36,1.892857143,0,0,"NA",-12195.14381,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5761","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","1",70,"0.572713334",0.432608696,0.431157083,"0.492667536",27,19.9,0.9,26.1,619.1,46,46,620,34.7,0,0,0,"NA",-12235.86606,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5762","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","2",71,"0.579896833",0.436956522,0.435666199,"0.498203968",26.7,20.1,0.8,25.9,619.2,46,46,620,34.6,0,0,0,"NA",-12233.22055,"NA","NA","NA","NA","NA","NA","NA","0.011237662","0.011111111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5763","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","3",72,"0.583706357",0.441304348,0.439852735,"0.502419565",26.6,20.3,0.9,25.7,619.1,46,46,620,34.7,0,0,0,"NA",-12252.10296,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5764","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","4",73,"0.583706357",0.441304348,0.439852735,"0.502419565",26.6,20.3,0.9,25.7,619.1,46,46,620,34.7,0,0,0,"NA",-12252.10296,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5765","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","5",74,"0.583706357",0.441304348,0.439852735,"0.502419565",26.6,20.3,0.9,25.7,619.1,46,46,620,34.7,0,0,0,"NA",-12252.10296,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5766","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","6",75,"0.583706357",0.441304348,0.439852735,"0.502419565",26.6,20.3,0.9,25.7,619.1,46,46,620,34.7,0,0,0,"NA",-12252.10296,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5767","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","7",76,"0.583706357",0.441304348,0.439852735,"0.502419565",26.6,20.3,0.9,25.7,619.1,46,46,620,34.7,0,0,0,"NA",-12252.10296,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5768","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","8",77,"0.579336609",0.439130435,0.437517532,"0.499394874",26.8,20.2,1,25.8,619,46,46,620,34.8,0,0,0,"NA",-12252.05251,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5769","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","9",78,"0.579336609",0.439130435,0.437517532,"0.499394874",26.8,20.2,1,25.8,619,46,46,620,34.8,0,0,0,"NA",-12252.05251,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5770","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.05","none","10",79,"0.579336609",0.439130435,0.437517532,"0.499394874",26.8,20.2,1,25.8,619,46,46,620,34.8,0,0,0,"NA",-12252.05251,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5771","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","1",80,"0.58284278",0.436956522,0.435827489,"0.499199997",26.6,20.1,0.7,25.9,619.3,46,46,620,34.4,0,0,0,"NA",-12272.96165,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5772","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","2",81,"0.590026279",0.441304348,0.440336606,"0.504736429",26.3,20.3,0.6,25.7,619.4,46,46,620,34.3,0,0,0,"NA",-12270.31614,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5773","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","3",82,"0.594031755",0.445652174,0.444523142,"0.509001783",26.2,20.5,0.7,25.5,619.3,46,46,620,34.4,0,0,0,"NA",-12289.19855,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5774","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","4",83,"0.594031755",0.445652174,0.444523142,"0.509001783",26.2,20.5,0.7,25.5,619.3,46,46,620,34.4,0,0,0,"NA",-12289.19855,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5775","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","5",84,"0.594031755",0.445652174,0.444523142,"0.509001783",26.2,20.5,0.7,25.5,619.3,46,46,620,34.4,0,0,0,"NA",-12289.19855,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5776","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","6",85,"0.594031755",0.445652174,0.444523142,"0.509001783",26.2,20.5,0.7,25.5,619.3,46,46,620,34.4,0,0,0,"NA",-12289.19855,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5777","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","7",86,"0.594031755",0.445652174,0.444523142,"0.509001783",26.2,20.5,0.7,25.5,619.3,46,46,620,34.4,0,0,0,"NA",-12289.19855,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5778","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","8",87,"0.594031755",0.445652174,0.444523142,"0.509001783",26.2,20.5,0.7,25.5,619.3,46,46,620,34.4,0,0,0,"NA",-12289.19855,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5779","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","9",88,"0.594031755",0.445652174,0.444523142,"0.509001783",26.2,20.5,0.7,25.5,619.3,46,46,620,34.4,0,0,0,"NA",-12289.19855,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5780","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bdeu","0.01","none","10",89,"0.594031755",0.445652174,0.444523142,"0.509001783",26.2,20.5,0.7,25.5,619.3,46,46,620,34.4,0,0,0,"NA",-12289.19855,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5781","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","1","none",90,"0.571362452",0.436956522,0.434859748,"0.494978582",27.2,20.1,1.3,25.9,618.7,46,46,620,35.1,0,0,0,"NA",-12230.69997,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5782","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","2","none",91,"0.570808572",0.432608696,0.430995792,"0.491944862",27.1,19.9,1,26.1,619,46,46,620,34.8,0,0,0,"NA",-12235.98592,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5783","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","3","none",92,"0.570808572",0.432608696,0.430995792,"0.491944862",27.1,19.9,1,26.1,619,46,46,620,34.8,0,0,0,"NA",-12235.98592,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5784","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","4","none",93,"0.572713334",0.432608696,0.431157083,"0.492667536",27,19.9,0.9,26.1,619.1,46,46,620,34.7,0,0,0,"NA",-12235.86606,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5785","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","5","none",94,"0.577776378",0.432608696,0.431640954,"0.494571595",26.7,19.9,0.6,26.1,619.4,46,46,620,34.4,0,0,0,"NA",-12235.99348,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5786","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","6","none",95,"0.577776378",0.432608696,0.431640954,"0.494571595",26.7,19.9,0.6,26.1,619.4,46,46,620,34.4,0,0,0,"NA",-12235.99348,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5787","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","7","none",96,"0.577776378",0.432608696,0.431640954,"0.494571595",26.7,19.9,0.6,26.1,619.4,46,46,620,34.4,0,0,0,"NA",-12235.99348,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5788","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","8","none",97,"0.576347807",0.430434783,0.429628331,"0.49262715",26.7,19.8,0.5,26.2,619.5,46,46,620,34.3,0,0,0,"NA",-12235.9828,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5789","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","9","none",98,"0.576347807",0.430434783,0.429628331,"0.49262715",26.7,19.8,0.5,26.2,619.5,46,46,620,34.3,0,0,0,"NA",-12235.9828,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5790","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.05","10","none",99,"0.578224684",0.430434783,0.429789621,"0.493361796",26.6,19.8,0.4,26.2,619.6,46,46,620,34.2,0,0,0,"NA",-12235.91904,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5791","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.01","1","none",100,"0.587476833",0.443478261,0.442026648,"0.505125991",26.5,20.4,0.9,25.6,619.1,46,46,620,34.6,0,0,0,"NA",-12267.60445,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0252877530781731,0.0185185185185185
"5792","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.01","2","none",101,"0.580965903",0.436956522,0.435666199,"0.498465352",26.7,20.1,0.8,25.9,619.2,46,46,620,34.5,0,0,0,"NA",-12273.08151,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5793","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.01","3","none",102,"0.580965903",0.436956522,0.435666199,"0.498465352",26.7,20.1,0.8,25.9,619.2,46,46,620,34.5,0,0,0,"NA",-12273.08151,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5794","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.01","4","none",103,"0.58284278",0.436956522,0.435827489,"0.499199997",26.6,20.1,0.7,25.9,619.3,46,46,620,34.4,0,0,0,"NA",-12272.96165,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5795","STAR",10000,NA,NA,"ALARM",NA,"mmhc","x2","bic","0.01","5","none",104,"0.586225152",0.436956522,0.43615007,"0.500486772",26.4,20.1,0.5,25.9,619.5,46,46,620,34.2,0,0,0,"NA",-12273.13895,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
